job_id,utt_id,variant,text,label,target_word,target_pron_clean,notes,output_wav_template
job0446,utt151,no_apostrophe,মই সুন বুলি কলো,AgrYes_MixYes,সুন,,,{system}/no_apostrophe/utt151.wav
job0447,utt151,target_only,সুন,AgrYes_MixYes,সুন,,,{system}/target_only/utt151.wav
job0448,utt152,orig,মই সুনাৰু বুলি কলো,AgrYes_MixNo,সুনাৰু,,,{system}/orig/utt152.wav
job0449,utt152,no_apostrophe,মই সুনাৰু বুলি কলো,AgrYes_MixNo,সুনাৰু,,,{system}/no_apostrophe/utt152.wav
job0450,utt152,target_only,সুনাৰু,AgrYes_MixNo,সুনাৰু,,,{system}/target_only/utt152.wav
job0451,utt153,orig,মই জুৱা বুলি কলো,AgrNo_MixYes,জুৱা,,,{system}/orig/utt153.wav
job0452,utt153,no_apostrophe,মই জুৱা বুলি কলো,AgrNo_MixYes,জুৱা,,,{system}/no_apostrophe/utt153.wav
job0453,utt153,target_only,জুৱা,AgrNo_MixYes,জুৱা,,,{system}/target_only/utt153.wav
job0454,utt154,orig,মই জুৱাৰি বুলি কলো,AgrYes_MixYes,জুৱাৰি,,,{system}/orig/utt154.wav
job0455,utt154,no_apostrophe,মই জুৱাৰি বুলি কলো,AgrYes_MixYes,জুৱাৰি,,,{system}/no_apostrophe/utt154.wav
job0456,utt154,target_only,জুৱাৰি,AgrYes_MixYes,জুৱাৰি,,,{system}/target_only/utt154.wav
job0457,utt155,orig,মই পেটাৰি বুলি কলো,AgrYes_MixYes,পেটাৰি,,,{system}/orig/utt155.wav
job0458,utt155,no_apostrophe,মই পেটাৰি বুলি কলো,AgrYes_MixYes,পেটাৰি,,,{system}/no_apostrophe/utt155.wav
job0459,utt155,target_only,পেটাৰি,AgrYes_MixYes,পেটাৰি,,,{system}/target_only/utt155.wav
job0460,utt156,orig,মই সৰ বুলি কলো,AgrYes_MixYes,সৰ,,,{system}/orig/utt156.wav
job0461,utt156,no_apostrophe,মই সৰ বুলি কলো,AgrYes_MixYes,সৰ,,,{system}/no_apostrophe/utt156.wav
job0462,utt156,target_only,সৰ,AgrYes_MixYes,সৰ,,,{system}/target_only/utt156.wav
job0463,utt157,orig,মই সৰিয়া বুলি কলো,AgrYes_MixNo,সৰিয়া,,,{system}/orig/utt157.wav
job0464,utt157,no_apostrophe,মই সৰিয়া বুলি কলো,AgrYes_MixNo,সৰিয়া,,,{system}/no_apostrophe/utt157.wav
job0465,utt157,target_only,সৰিয়া,AgrYes_MixNo,সৰিয়া,,,{system}/target_only/utt157.wav
job0466,utt158,orig,মই তেল বুলি কলো,AgrYes_MixYes,তেল,,,{system}/orig/utt158.wav
job0467,utt158,no_apostrophe,মই তেল বুলি কলো,AgrYes_MixYes,তেল,,,{system}/no_apostrophe/utt158.wav
job0468,utt158,target_only,তেল,AgrYes_MixYes,তেল,,,{system}/target_only/utt158.wav
job0469,utt159,orig,মই তেলিয়া বুলি কলো,AgrYes_MixNo,তেলিয়া,,,{system}/orig/utt159.wav
job0470,utt159,no_apostrophe,মই তেলিয়া বুলি কলো,AgrYes_MixNo,তেলিয়া,,,{system}/no_apostrophe/utt159.wav
job0471,utt159,target_only,তেলিয়া,AgrYes_MixNo,তেলিয়া,,,{system}/target_only/utt159.wav
job0472,utt160,orig,মই বয়স বুলি কলো,AgrYes_MixYes,বয়স,,,{system}/orig/utt160.wav
job0473,utt160,no_apostrophe,মই বয়স বুলি কলো,AgrYes_MixYes,বয়স,,,{system}/no_apostrophe/utt160.wav
job0474,utt160,target_only,বয়স,AgrYes_MixYes,বয়স,,,{system}/target_only/utt160.wav
job0475,utt161,orig,মই বয়সিয়া বুলি কলো,AgrYes_MixNo,বয়সিয়া,,,{system}/orig/utt161.wav
job0476,utt161,no_apostrophe,মই বয়সিয়া বুলি কলো,AgrYes_MixNo,বয়সিয়া,,,{system}/no_apostrophe/utt161.wav
job0477,utt161,target_only,বয়সিয়া,AgrYes_MixNo,বয়সিয়া,,,{system}/target_only/utt161.wav
job0478,utt162,orig,মই তলত বুলি কলো,AgrYes_MixYes,তলত,,,{system}/orig/utt162.wav
job0479,utt162,no_apostrophe,মই তলত বুলি কলো,AgrYes_MixYes,তলত,,,{system}/no_apostrophe/utt162.wav
job0480,utt162,target_only,তলত,AgrYes_MixYes,তলত,,,{system}/target_only/utt162.wav
job0481,utt163,orig,মই তলতিয়া বুলি কলো,AgrYes_MixNo,তলতিয়া,,,{system}/orig/utt163.wav
job0482,utt163,no_apostrophe,মই তলতিয়া বুলি কলো,AgrYes_MixNo,তলতিয়া,,,{system}/no_apostrophe/utt163.wav
job0483,utt163,target_only,তলতিয়া,AgrYes_MixNo,তলতিয়া,,,{system}/target_only/utt163.wav
job0484,utt164,orig,মই সাল বুলি কলো,AgrYes_MixYes,সাল,,,{system}/orig/utt164.wav
job0485,utt164,no_apostrophe,মই সাল বুলি কলো,AgrYes_MixYes,সাল,,,{system}/no_apostrophe/utt164.wav
job0486,utt164,target_only,সাল,AgrYes_MixYes,সাল,,,{system}/target_only/utt164.wav
job0487,utt165,orig,মই সলিয়া বুলি কলো,AgrYes_MixYes,সলিয়া,,,{system}/orig/utt165.wav
job0488,utt165,no_apostrophe,মই সলিয়া বুলি কলো,AgrYes_MixYes,সলিয়া,,,{system}/no_apostrophe/utt165.wav
job0489,utt165,target_only,সলিয়া,AgrYes_MixYes,সলিয়া,,,{system}/target_only/utt165.wav
job0490,utt166,orig,মই দাল বুলি কলো,AgrYes_MixYes,দাল,,,{system}/orig/utt166.wav
job0491,utt166,no_apostrophe,মই দাল বুলি কলো,AgrYes_MixYes,দাল,,,{system}/no_apostrophe/utt166.wav
job0492,utt166,target_only,দাল,AgrYes_MixYes,দাল,,,{system}/target_only/utt166.wav
job0493,utt167,orig,মই দলিয়া বুলি কলো,AgrYes_MixYes,দলিয়া,,,{system}/orig/utt167.wav
job0494,utt167,no_apostrophe,মই দলিয়া বুলি কলো,AgrYes_MixYes,দলিয়া,,,{system}/no_apostrophe/utt167.wav
job0495,utt167,target_only,দলিয়া,AgrYes_MixYes,দলিয়া,,,{system}/target_only/utt167.wav
job0496,utt168,orig,মই ধাৰ বুলি কলো,AgrYes_MixYes,ধাৰ,,,{system}/orig/utt168.wav
job0497,utt168,no_apostrophe,মই ধাৰ বুলি কলো,AgrYes_MixYes,ধাৰ,,,{system}/no_apostrophe/utt168.wav
job0498,utt168,target_only,ধাৰ,AgrYes_MixYes,ধাৰ,,,{system}/target_only/utt168.wav
job0499,utt169,orig,মই ধৰুৱা বুলি কলো,AgrYes_MixYes,ধৰুৱা,,,{system}/orig/utt169.wav
job0500,utt169,no_apostrophe,মই ধৰুৱা বুলি কলো,AgrYes_MixYes,ধৰুৱা,,,{system}/no_apostrophe/utt169.wav
job0501,utt169,target_only,ধৰুৱা,AgrYes_MixYes,ধৰুৱা,,,{system}/target_only/utt169.wav
job0502,utt170,orig,মই মাৰ বুলি কলো,AgrYes_MixYes,মাৰ,,,{system}/orig/utt170.wav
job0503,utt170,no_apostrophe,মই মাৰ বুলি কলো,AgrYes_MixYes,মাৰ,,,{system}/no_apostrophe/utt170.wav
job0504,utt170,target_only,মাৰ,AgrYes_MixYes,মাৰ,,,{system}/target_only/utt170.wav
job0505,utt171,orig,মই মৰিয়া বুলি কলো,AgrYes_MixYes,মৰিয়া,,,{system}/orig/utt171.wav
job0506,utt171,no_apostrophe,মই মৰিয়া বুলি কলো,AgrYes_MixYes,মৰিয়া,,,{system}/no_apostrophe/utt171.wav
job0507,utt171,target_only,মৰিয়া,AgrYes_MixYes,মৰিয়া,,,{system}/target_only/utt171.wav
job0508,utt172,orig,মই পাতল বুলি কলো,AgrYes_MixYes,পাতল,,,{system}/orig/utt172.wav
job0509,utt172,no_apostrophe,মই পাতল বুলি কলো,AgrYes_MixYes,পাতল,,,{system}/no_apostrophe/utt172.wav
job0510,utt172,target_only,পাতল,AgrYes_MixYes,পাতল,,,{system}/target_only/utt172.wav
job0511,utt173,orig,মই পাতলিয়া বুলি কলো,AgrYes_MixYes,পাতলিয়া,,,{system}/orig/utt173.wav
job0512,utt173,no_apostrophe,মই পাতলিয়া বুলি কলো,AgrYes_MixYes,পাতলিয়া,,,{system}/no_apostrophe/utt173.wav
job0513,utt173,target_only,পাতলিয়া,AgrYes_MixYes,পাতলিয়া,,,{system}/target_only/utt173.wav
job0514,utt174,orig,মই আপদ বুলি কলো,AgrYes_MixYes,আপদ,,,{system}/orig/utt174.wav
job0515,utt174,no_apostrophe,মই আপদ বুলি কলো,AgrYes_MixYes,আপদ,,,{system}/no_apostrophe/utt174.wav
job0516,utt174,target_only,আপদ,AgrYes_MixYes,আপদ,,,{system}/target_only/utt174.wav
job0517,utt175,orig,মই আপদিয়া বুলি কলো,AgrYes_MixYes,আপদিয়া,,,{system}/orig/utt175.wav
job0518,utt175,no_apostrophe,মই আপদিয়া বুলি কলো,AgrYes_MixYes,আপদিয়া,,,{system}/no_apostrophe/utt175.wav
job0519,utt175,target_only,আপদিয়া,AgrYes_MixYes,আপদিয়া,,,{system}/target_only/utt175.wav
job0520,utt176,orig,মই আলাখ বুলি কলো,AgrYes_MixYes,আলাখ,,,{system}/orig/utt176.wav
job0521,utt176,no_apostrophe,মই আলাখ বুলি কলো,AgrYes_MixYes,আলাখ,,,{system}/no_apostrophe/utt176.wav
job0522,utt176,target_only,আলাখ,AgrYes_MixYes,আলাখ,,,{system}/target_only/utt176.wav
job0523,utt177,orig,মই আলসুৱা বুলি কলো,AgrYes_MixYes,আলসুৱা,,,{system}/orig/utt177.wav
job0524,utt177,no_apostrophe,মই আলসুৱা বুলি কলো,AgrYes_MixYes,আলসুৱা,,,{system}/no_apostrophe/utt177.wav
job0525,utt177,target_only,আলসুৱা,AgrYes_MixYes,আলসুৱা,,,{system}/target_only/utt177.wav
job0526,utt178,orig,মই আধা বুলি কলো,AgrYes_MixYes,আধা,,,{system}/orig/utt178.wav
job0527,utt178,no_apostrophe,মই আধা বুলি কলো,AgrYes_MixYes,আধা,,,{system}/no_apostrophe/utt178.wav
job0528,utt178,target_only,আধা,AgrYes_MixYes,আধা,,,{system}/target_only/utt178.wav
job0529,utt179,orig,মই আধৰুৱা বুলি কলো,AgrYes_MixYes,আধৰুৱা,,,{system}/orig/utt179.wav
job0530,utt179,no_apostrophe,মই আধৰুৱা বুলি কলো,AgrYes_MixYes,আধৰুৱা,,,{system}/no_apostrophe/utt179.wav
job0531,utt179,target_only,আধৰুৱা,AgrYes_MixYes,আধৰুৱা,,,{system}/target_only/utt179.wav
job0532,utt180,orig,মই মিছা বুলি কলো,AgrYes_MixYes,মিছা,,,{system}/orig/utt180.wav
job0533,utt180,no_apostrophe,মই মিছা বুলি কলো,AgrYes_MixYes,মিছা,,,{system}/no_apostrophe/utt180.wav
job0534,utt180,target_only,মিছা,AgrYes_MixYes,মিছা,,,{system}/target_only/utt180.wav
job0535,utt181,orig,মই মিছলিয়া বুলি কলো,AgrYes_MixYes,মিছলিয়া,,,{system}/orig/utt181.wav
job0536,utt181,no_apostrophe,মই মিছলিয়া বুলি কলো,AgrYes_MixYes,মিছলিয়া,,,{system}/no_apostrophe/utt181.wav
job0537,utt181,target_only,মিছলিয়া,AgrYes_MixYes,মিছলিয়া,,,{system}/target_only/utt181.wav
job0538,utt182,orig,মই কিতাপ বুলি কলো,AgrYes_MixYes,কিতাপ,,,{system}/orig/utt182.wav
job0539,utt182,no_apostrophe,মই কিতাপ বুলি কলো,AgrYes_MixYes,কিতাপ,,,{system}/no_apostrophe/utt182.wav
job0540,utt182,target_only,কিতাপ,AgrYes_MixYes,কিতাপ,,,{system}/target_only/utt182.wav
job0541,utt183,orig,মই কিতাপীয়া বুলি কলো,AgrYes_MixYes,কিতাপীয়া,,,{system}/orig/utt183.wav
job0542,utt183,no_apostrophe,মই কিতাপীয়া বুলি কলো,AgrYes_MixYes,কিতাপীয়া,,,{system}/no_apostrophe/utt183.wav
job0543,utt183,target_only,কিতাপীয়া,AgrYes_MixYes,কিতাপীয়া,,,{system}/target_only/utt183.wav
job0544,utt184,orig,মই পিক্সাস বুলি কলো,AgrYes_MixYes,পিক্সাস,,,{system}/orig/utt184.wav
job0545,utt184,no_apostrophe,মই পিক্সাস বুলি কলো,AgrYes_MixYes,পিক্সাস,,,{system}/no_apostrophe/utt184.wav
job0546,utt184,target_only,পিক্সাস,AgrYes_MixYes,পিক্সাস,,,{system}/target_only/utt184.wav
job0547,utt185,orig,মই পিক্স’ছিয়া বুলি কলো,AgrYes_MixYes,পিক্স’ছিয়া,,,{system}/orig/utt185.wav
job0548,utt185,no_apostrophe,মই পিক্স’ছিয়া বুলি কলো,AgrYes_MixYes,পিক্স’ছিয়া,,,{system}/no_apostrophe/utt185.wav
job0549,utt185,target_only,পিক্স’ছিয়া,AgrYes_MixYes,পিক্স’ছিয়া,,,{system}/target_only/utt185.wav
job0550,utt186,orig,মই কপাল বুলি কলো,AgrYes_MixYes,কপাল,,,{system}/orig/utt186.wav
job0551,utt186,no_apostrophe,মই কপাল বুলি কলো,AgrYes_MixYes,কপাল,,,{system}/no_apostrophe/utt186.wav
job0552,utt186,target_only,কপাল,AgrYes_MixYes,কপাল,,,{system}/target_only/utt186.wav
job0553,utt187,orig,মই কপলীয়া বুলি কলো,AgrYes_MixYes,কপলীয়া,,,{system}/orig/utt187.wav
job0554,utt187,no_apostrophe,মই কপলীয়া বুলি কলো,AgrYes_MixYes,কপলীয়া,,,{system}/no_apostrophe/utt187.wav
job0555,utt187,target_only,কপলীয়া,AgrYes_MixYes,কপলীয়া,,,{system}/target_only/utt187.wav
job0556,utt188,orig,মই ধেমাল বুলি কলো,AgrYes_MixYes,ধেমাল,,,{system}/orig/utt188.wav
job0557,utt188,no_apostrophe,মই ধেমাল বুলি কলো,AgrYes_MixYes,ধেমাল,,,{system}/no_apostrophe/utt188.wav
job0558,utt188,target_only,ধেমাল,AgrYes_MixYes,ধেমাল,,,{system}/target_only/utt188.wav
job0559,utt189,orig,মই ধেমেলিয়া বুলি কলো,AgrYes_MixYes,ধেমেলিয়া,,,{system}/orig/utt189.wav
job0560,utt189,no_apostrophe,মই ধেমেলিয়া বুলি কলো,AgrYes_MixYes,ধেমেলিয়া,,,{system}/no_apostrophe/utt189.wav
job0561,utt189,target_only,ধেমেলিয়া,AgrYes_MixYes,ধেমেলিয়া,,,{system}/target_only/utt189.wav
job0562,utt190,orig,মই গুলাপ বুলি কলো,AgrYes_MixYes,গুলাপ,,,{system}/orig/utt190.wav
job0563,utt190,no_apostrophe,মই গুলাপ বুলি কলো,AgrYes_MixYes,গুলাপ,,,{system}/no_apostrophe/utt190.wav
job0564,utt190,target_only,গুলাপ,AgrYes_MixYes,গুলাপ,,,{system}/target_only/utt190.wav
job0565,utt191,orig,মই গুলোপীয়া বুলি কলো,AgrYes_MixYes,গুলোপীয়া,,,{system}/orig/utt191.wav
job0566,utt191,no_apostrophe,মই গুলোপীয়া বুলি কলো,AgrYes_MixYes,গুলোপীয়া,,,{system}/no_apostrophe/utt191.wav
job0567,utt191,target_only,গুলোপীয়া,AgrYes_MixYes,গুলোপীয়া,,,{system}/target_only/utt191.wav
job0568,utt192,orig,মই বজাৰ বুলি কলো,AgrYes_MixYes,বজাৰ,,,{system}/orig/utt192.wav
job0569,utt192,no_apostrophe,মই বজাৰ বুলি কলো,AgrYes_MixYes,বজাৰ,,,{system}/no_apostrophe/utt192.wav
job0570,utt192,target_only,বজাৰ,AgrYes_MixYes,বজাৰ,,,{system}/target_only/utt192.wav
job0571,utt193,orig,মই বজাৰুৱা বুলি কলো,AgrYes_MixYes,বজাৰুৱা,,,{system}/orig/utt193.wav
job0572,utt193,no_apostrophe,মই বজাৰুৱা বুলি কলো,AgrYes_MixYes,বজাৰুৱা,,,{system}/no_apostrophe/utt193.wav
job0573,utt193,target_only,বজাৰুৱা,AgrYes_MixYes,বজাৰুৱা,,,{system}/target_only/utt193.wav
job0574,utt194,orig,মই কেচা বুলি কলো,AgrYes_MixYes,কেচা,,,{system}/orig/utt194.wav
job0575,utt194,no_apostrophe,মই কেচা বুলি কলো,AgrYes_MixYes,কেচা,,,{system}/no_apostrophe/utt194.wav
job0576,utt194,target_only,কেচা,AgrYes_MixYes,কেচা,,,{system}/target_only/utt194.wav
job0577,utt195,orig,মই কেচেলুৱা বুলি কলো,AgrYes_MixYes,কেচেলুৱা,,,{system}/orig/utt195.wav
job0578,utt195,no_apostrophe,মই কেচেলুৱা বুলি কলো,AgrYes_MixYes,কেচেলুৱা,,,{system}/no_apostrophe/utt195.wav
job0579,utt195,target_only,কেচেলুৱা,AgrYes_MixYes,কেচেলুৱা,,,{system}/target_only/utt195.wav
job0580,utt196,orig,মই ডেকা বুলি কলো,AgrYes_MixYes,ডেকা,,,{system}/orig/utt196.wav
job0581,utt196,no_apostrophe,মই ডেকা বুলি কলো,AgrYes_MixYes,ডেকা,,,{system}/no_apostrophe/utt196.wav
job0582,utt196,target_only,ডেকা,AgrYes_MixYes,ডেকা,,,{system}/target_only/utt196.wav
job0583,utt197,orig,মই ডেকেৰুৱা বুলি কলো,AgrYes_MixYes,ডেকেৰুৱা,,,{system}/orig/utt197.wav
job0584,utt197,no_apostrophe,মই ডেকেৰুৱা বুলি কলো,AgrYes_MixYes,ডেকেৰুৱা,,,{system}/no_apostrophe/utt197.wav
job0585,utt197,target_only,ডেকেৰুৱা,AgrYes_MixYes,ডেকেৰুৱা,,,{system}/target_only/utt197.wav
job0586,utt198,orig,মই শক্তি বুলি কলো,AgrYes_MixYes,শক্তি,,,{system}/orig/utt198.wav
job0587,utt198,no_apostrophe,মই শক্তি বুলি কলো,AgrYes_MixYes,শক্তি,,,{system}/no_apostrophe/utt198.wav
job0588,utt198,target_only,শক্তি,AgrYes_MixYes,শক্তি,,,{system}/target_only/utt198.wav
job0589,utt199,orig,মই গুস্থি বুলি কলো,AgrYes_MixNo,গুস্থি,,,{system}/orig/utt199.wav
job0590,utt199,no_apostrophe,মই গুস্থি বুলি কলো,AgrYes_MixNo,গুস্থি,,,{system}/no_apostrophe/utt199.wav
job0591,utt199,target_only,গুস্থি,AgrYes_MixNo,গুস্থি,,,{system}/target_only/utt199.wav
job0592,utt200,orig,মই ফোৰমুথি বুলি কলো,AgrYes_MixNo,ফোৰমুথি,,,{system}/orig/utt200.wav
job0593,utt200,no_apostrophe,মই ফোৰমুথি বুলি কলো,AgrYes_MixNo,ফোৰমুথি,,,{system}/no_apostrophe/utt200.wav
job0594,utt200,target_only,ফোৰমুথি,AgrYes_MixNo,ফোৰমুথি,,,{system}/target_only/utt200.wav
job0595,utt201,orig,মই বেলি বুলি কলো,AgrYes_MixNo,বেলি,,,{system}/orig/utt201.wav
job0596,utt201,no_apostrophe,মই বেলি বুলি কলো,AgrYes_MixNo,বেলি,,,{system}/no_apostrophe/utt201.wav
job0597,utt201,target_only,বেলি,AgrYes_MixNo,বেলি,,,{system}/target_only/utt201.wav
job0598,utt202,orig,মই পেলু বুলি কলো,AgrYes_MixNo,পেলু,,,{system}/orig/utt202.wav
job0599,utt202,no_apostrophe,মই পেলু বুলি কলো,AgrYes_MixNo,পেলু,,,{system}/no_apostrophe/utt202.wav
job0600,utt202,target_only,পেলু,AgrYes_MixNo,পেলু,,,{system}/target_only/utt202.wav
job0601,utt203,orig,মই টেটেলি বুলি কলো,AgrYes_MixNo,টেটেলি,,,{system}/orig/utt203.wav
job0602,utt203,no_apostrophe,মই টেটেলি বুলি কলো,AgrYes_MixNo,টেটেলি,,,{system}/no_apostrophe/utt203.wav
job0603,utt203,target_only,টেটেলি,AgrYes_MixNo,টেটেলি,,,{system}/target_only/utt203.wav
job0604,utt204,orig,মই টেৰা বুলি কলো,AgrYes_MixNo,টেৰা,,,{system}/orig/utt204.wav
job0605,utt204,no_apostrophe,মই টেৰা বুলি কলো,AgrYes_MixNo,টেৰা,,,{system}/no_apostrophe/utt204.wav
job0606,utt204,target_only,টেৰা,AgrYes_MixNo,টেৰা,,,{system}/target_only/utt204.wav
job0607,utt205,orig,মই বেটন বুলি কলো,AgrYes_MixNo,বেটন,,,{system}/orig/utt205.wav
job0608,utt205,no_apostrophe,মই বেটন বুলি কলো,AgrYes_MixNo,বেটন,,,{system}/no_apostrophe/utt205.wav
job0609,utt205,target_only,বেটন,AgrYes_MixNo,বেটন,,,{system}/target_only/utt205.wav
job0610,utt206,orig,মই সুধ বুলি কলো,AgrYes_MixNo,সুধ,,,{system}/orig/utt206.wav
job0611,utt206,no_apostrophe,মই সুধ বুলি কলো,AgrYes_MixNo,সুধ,,,{system}/no_apostrophe/utt206.wav
job0612,utt206,target_only,সুধ,AgrYes_MixNo,সুধ,,,{system}/target_only/utt206.wav
job0613,utt207,orig,মই সুধাৰু বুলি কলো,AgrYes_MixNo,সুধাৰু,,,{system}/orig/utt207.wav
job0614,utt207,no_apostrophe,মই সুধাৰু বুলি কলো,AgrYes_MixNo,সুধাৰু,,,{system}/no_apostrophe/utt207.wav
job0615,utt207,target_only,সুধাৰু,AgrYes_MixNo,সুধাৰু,,,{system}/target_only/utt207.wav
job0616,utt208,orig,মই ভুগ বুলি কলো,AgrNo_MixYes,ভুগ,,,{system}/orig/utt208.wav
job0617,utt208,no_apostrophe,মই ভুগ বুলি কলো,AgrNo_MixYes,ভুগ,,,{system}/no_apostrophe/utt208.wav
job0618,utt208,target_only,ভুগ,AgrNo_MixYes,ভুগ,,,{system}/target_only/utt208.wav
job0619,utt209,orig,মই ভুগালি বুলি কলো,AgrYes_MixNo,ভুগালি,,,{system}/orig/utt209.wav
job0620,utt209,no_apostrophe,মই ভুগালি বুলি কলো,AgrYes_MixNo,ভুগালি,,,{system}/no_apostrophe/utt209.wav
job0621,utt209,target_only,ভুগালি,AgrYes_MixNo,ভুগালি,,,{system}/target_only/utt209.wav
job0622,utt210,orig,মই সুন বুলি কলো,AgrYes_MixYes,সুন,,,{system}/orig/utt210.wav
job0623,utt210,no_apostrophe,মই সুন বুলি কলো,AgrYes_MixYes,সুন,,,{system}/no_apostrophe/utt210.wav
job0624,utt210,target_only,সুন,AgrYes_MixYes,সুন,,,{system}/target_only/utt210.wav
job0625,utt211,orig,মই সুনালি বুলি কলো,AgrYes_MixYes,সুনালি,,,{system}/orig/utt211.wav
job0626,utt211,no_apostrophe,মই সুনালি বুলি কলো,AgrYes_MixYes,সুনালি,,,{system}/no_apostrophe/utt211.wav
job0627,utt211,target_only,সুনালি,AgrYes_MixYes,সুনালি,,,{system}/target_only/utt211.wav
job0628,utt212,orig,মই খৰ বুলি কলো,AgrYes_MixNo,খৰ,,,{system}/orig/utt212.wav
job0629,utt212,no_apostrophe,মই খৰ বুলি কলো,AgrYes_MixNo,খৰ,,,{system}/no_apostrophe/utt212.wav
job0630,utt212,target_only,খৰ,AgrYes_MixNo,খৰ,,,{system}/target_only/utt212.wav
job0631,utt213,orig,মই খৰালি বুলি কলো,AgrYes_MixYes,খৰালি,,,{system}/orig/utt213.wav
job0632,utt213,no_apostrophe,মই খৰালি বুলি কলো,AgrYes_MixYes,খৰালি,,,{system}/no_apostrophe/utt213.wav
job0633,utt213,target_only,খৰালি,AgrYes_MixYes,খৰালি,,,{system}/target_only/utt213.wav
job0634,utt214,orig,মই বেজ বুলি কলো,AgrYes_MixNo,বেজ,,,{system}/orig/utt214.wav
job0635,utt214,no_apostrophe,মই বেজ বুলি কলো,AgrYes_MixNo,বেজ,,,{system}/no_apostrophe/utt214.wav
job0636,utt214,target_only,বেজ,AgrYes_MixNo,বেজ,,,{system}/target_only/utt214.wav
job0637,utt215,orig,মই বেজালি বুলি কলো,AgrYes_MixYes,বেজালি,,,{system}/orig/utt215.wav
job0638,utt215,no_apostrophe,মই বেজালি বুলি কলো,AgrYes_MixYes,বেজালি,,,{system}/no_apostrophe/utt215.wav
job0639,utt215,target_only,বেজালি,AgrYes_MixYes,বেজালি,,,{system}/target_only/utt215.wav
job0640,utt216,orig,মই সাপৰ বুলি কলো,AgrYes_MixYes,সাপৰ,,,{system}/orig/utt216.wav
job0641,utt216,no_apostrophe,মই সাপৰ বুলি কলো,AgrYes_MixYes,সাপৰ,,,{system}/no_apostrophe/utt216.wav
job0642,utt216,target_only,সাপৰ,AgrYes_MixYes,সাপৰ,,,{system}/target_only/utt216.wav
job0643,utt217,orig,মই সাপৰি বুলি কলো,AgrYes_MixYes,সাপৰি,,,{system}/orig/utt217.wav
job0644,utt217,no_apostrophe,মই সাপৰি বুলি কলো,AgrYes_MixYes,সাপৰি,,,{system}/no_apostrophe/utt217.wav
job0645,utt217,target_only,সাপৰি,AgrYes_MixYes,সাপৰি,,,{system}/target_only/utt217.wav
job0646,utt218,orig,মই পাহৰ বুলি কলো,AgrYes_MixYes,পাহৰ,,,{system}/orig/utt218.wav
job0647,utt218,no_apostrophe,মই পাহৰ বুলি কলো,AgrYes_MixYes,পাহৰ,,,{system}/no_apostrophe/utt218.wav
job0648,utt218,target_only,পাহৰ,AgrYes_MixYes,পাহৰ,,,{system}/target_only/utt218.wav
job0649,utt219,orig,মই পাহৰি বুলি কলো,AgrYes_MixYes,পাহৰি,,,{system}/orig/utt219.wav
job0650,utt219,no_apostrophe,মই পাহৰি বুলি কলো,AgrYes_MixYes,পাহৰি,,,{system}/no_apostrophe/utt219.wav
job0651,utt219,target_only,পাহৰি,AgrYes_MixYes,পাহৰি,,,{system}/target_only/utt219.wav
job0652,utt220,orig,মই পালে বুলি কলো,AgrYes_MixYes,পালে,,,{system}/orig/utt220.wav
job0653,utt220,no_apostrophe,মই পালে বুলি কলো,AgrYes_MixYes,পালে,,,{system}/no_apostrophe/utt220.wav
job0654,utt220,target_only,পালে,AgrYes_MixYes,পালে,,,{system}/target_only/utt220.wav
job0655,utt221,orig,মই পালেহি বুলি কলো,AgrYes_MixYes,পালেহি,,,{system}/orig/utt221.wav
job0656,utt221,no_apostrophe,মই পালেহি বুলি কলো,AgrYes_MixYes,পালেহি,,,{system}/no_apostrophe/utt221.wav
job0657,utt221,target_only,পালেহি,AgrYes_MixYes,পালেহি,,,{system}/target_only/utt221.wav
job0658,utt222,orig,মই খালে বুলি কলো,AgrYes_MixYes,খালে,,,{system}/orig/utt222.wav
job0659,utt222,no_apostrophe,মই খালে বুলি কলো,AgrYes_MixYes,খালে,,,{system}/no_apostrophe/utt222.wav
job0660,utt222,target_only,খালে,AgrYes_MixYes,খালে,,,{system}/target_only/utt222.wav
job0661,utt223,orig,মই খালেহি বুলি কলো,AgrYes_MixYes,খালেহি,,,{system}/orig/utt223.wav
job0662,utt223,no_apostrophe,,AgrYes_MixYes,খালেহি,,,{system}/no_apostrophe/utt223.wav
job0663,utt223,target_only,খালেহি,AgrYes_MixYes,খালেহি,,,{system}/target_only/utt223.wav
job0664,,orig,,,,,,{system}/orig/nan.wav
job0665,,no_apostrophe,,,,,,{system}/no_apostrophe/nan.wav
job0666,,target_only,,,,,,{system}/target_only/nan.wav
